key;verbatimScientificName;scientificName;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
7378359;Lamtostyla kirkeniensis;Lamtostyla kirkeniensis Berger & Foissner, 1988;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Lamtostylides;Lamtostylides kirkeniensis
8381802;Lamtostyla lamottei;Lamtostyla lamottei Buitkamp, 1977;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Lamtostyla;Lamtostyla lamottei
5356393;Lathyrus linifolius;Lathyrus linifolius (Reichard) Bässler;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus linifolius
7434749;Laurentiella strenua;Laurentiella strenua (Dingfelder, 1962) Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Laurentiella;Laurentiella strenua
3137422;Leontodon;Leontodon L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Leontodon;
797;Lepidoptera;Lepidoptera;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Lepidoptera;;;
8178931;Leptopharynx costatus;Leptopharynx costatus Mermod, 1914;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Leptopharynidae;Leptopharynx;Leptopharynx costatus
3540111;Leptosphaeria biglobosa;Leptosphaeria biglobosa Shoemaker & H.Brun, 2001;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Plenodomus;Plenodomus biglobosus
7699;Liliaceae;Liliaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Liliopsida;Liliales;Liliaceae;;
2493;Linaceae;Linaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Linaceae;;
5540;Lithobiidae;Lithobiidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae;;
9357423;Lithobius;Lithobius Leach, 1814;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae;Lithobius;
7864222;Litonotus crinitus;Litonotus crinitus Grandori & Grandori, 1934;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Litonotidae;Litonotus;Litonotus crinitus
8425588;Litonotus digitatus;Litonotus digitatus Grandori & Grandori, 1934;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Litonotidae;Litonotus;Litonotus digitatus
7790130;Litonotus muscorum;Litonotus muscorum (Kahl, 1931) Blatterer & Foissner, 1988;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Litonotidae;Lionotus;Lionotus muscorum
7589559;Litostomatea;Litostomatea;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Litostomatea;;;;
2706217;Lolium;Lolium L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;
2706241;Lolium perenne;Lolium perenne L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;Lolium perenne
1611430;Lonchoptera lutea;Lonchoptera lutea Panzer, 1809;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Lonchopteridae;Lonchoptera;Lonchoptera lutea
2282727;Longidorus;Longidorus Micoletzky, 1922;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Longidoridae;Longidorus;
6103;Lumbricidae;Lumbricidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Annelida;Clitellata;Crassiclitellata;Lumbricidae;;
2932923;Lycopersicon;Lycopersicon Mill.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Lycopersicon;
9608998;Lycopersicon esculentum;Lycopersicon esculentum (L.) Karst. ex Farw.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Lycopersicon;Lycopersicon esculentum
2569257;Magnaporthe;Magnaporthe R.A.Krause & R.K.Webster;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Magnaporthe;
4581;Mallomonadaceae;Mallomonadaceae;EXACT;96;ACCEPTED;FAMILY;Chromista;Ochrophyta;Chrysophyceae;Synurales;Mallomonadaceae;;
3001244;Malus domestica;Malus domestica Borkh.;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus pumila
3001509;Malus sylvestris;Malus sylvestris Mill.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus sylvestris
3060998;Manihot esculenta;Manihot esculenta Crantz;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta
3061039;Manihot utilissima;Manihot utilissima Pohl;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;Manihot esculenta
3905670;Marrubium velutinum;Marrubium velutinum Sibth. & Sm.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Marrubium;Marrubium velutinum
7480876;Maryna acuminata;Maryna acuminata Gellert, 1955;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna acuminata
7708999;Maryna antarctica;Maryna antarctica Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna antarctica
8031223;Maryna atra;Maryna atra (Gelei, 1950) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna atra
7606668;Maryna lichenicola;Maryna lichenicola (Gelei, 1950) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna lichenicola
7518643;Maryna ovata;Maryna ovata (Gelei, 1950) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna ovata
7670289;Maryna umbrellata;Maryna umbrellata (Gelei, 1950) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna umbrellata
7639949;Matricaria;Matricaria Hall. ex Scop.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Matricaria;
2965200;Medicago;Medicago L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;
2965221;Medicago laciniata;Medicago laciniata Mill.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago laciniata
9151957;Medicago sativa;Medicago sativa L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Medicago;Medicago sativa
2593986;Melastiza contorta;Melastiza contorta (Massee & Crossl.) Spooner & Y.J.Yao;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Melastiza;Melastiza contorta
2971053;Melilotus alba;Melilotus alba Ledeb.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Melilotus;Melilotus albus
8005155;Meloidogyne;Meloidogyne Goeldi, 1889;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Heteroderidae;Meloidogyne;
2927173;Mentha;Mentha L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;
2927173;Mentha �piperita;Mentha L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;
9003932;Merlinius;Merlinius Siddiqi, 1970;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Dolichodoridae;Merlinius;
3084836;Mesembryanthemum;Mesembryanthemum L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Aizoaceae;Mesembryanthemum;
2282644;Mesodorylaimus;Mesodorylaimus Andrássy, 1959;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Dorylaimidae;Mesodorylaimus;
2283674;Mesorhabditis;Mesorhabditis Osche, 1952;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Rhabditidae;Mesorhabditis;
1109;Mesostigmata;Mesostigmata;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Arachnida;Mesostigmata;;;
7443891;Metacineta micraster;Metacineta micraster (Penard, 1914) Batisse, 1967;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Urnulidae;Metacineta;Metacineta micraster
8425237;Metacineta mystacina;Metacineta mystacina (Ehrenberg, 1831) Bütschli, 1889;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Urnulidae;Metacineta;Metacineta mystacina
2562464;Metarhizium;Metarhizium Sorokin;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;
4555808;Metateratocephalus;Metateratocephalus Eroshenko, 1973;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;;Metateratocephalidae;Metateratocephalus;
7769227;Metopus contractus;Metopus contractus Penard, 1922;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus contractus
7550194;Metopus es;Metopus es Müller, 1776;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus es
8016226;Metopus hasei;Metopus hasei Sondheim, 1929;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus hasei
7678405;Metopus ovalis;Metopus ovalis Kahl, 1927;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus ovalis
8412296;Metopus palaeformis;Metopus palaeformis Kahl, 1927;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus palaeformis
8138917;Metopus rectus;Metopus rectus (Kahl, 1932) Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus rectus
7679939;Metopus setosus;Metopus setosus Kahl, 1927;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus setosus
7492783;Microdiaphanosoma arcuatum;Microdiaphanosoma arcuatum (Grandori & Grandori, 1934) Wenzel, 1953;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Kreyellidae;Microdiaphanosoma;Microdiaphanosoma arcuatum
7717115;Microthorax simulans;Microthorax simulans (Kahl, 1926) Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Microthorax;Microthorax simulans
2558228;Mortierella;Mortierella Coem.;EXACT;94;ACCEPTED;GENUS;Fungi;Zygomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;
9467085;Mucor;Mucor Fresen.;EXACT;92;ACCEPTED;GENUS;Fungi;Zygomycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;
2555295;Multiclavula mucida;Multiclavula mucida (Pers.) R.H.Petersen;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Multiclavula;Multiclavula mucida
8190743;Murraya paniculata;Murraya paniculata (L.) Jacq.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Murraya;Murraya paniculata
5564;Muscidae;Muscidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Muscidae;;
7318319;Mutellina adonidifolia;Mutellina adonidifolia (J.Gay) Gutermann;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Mutellina;Mutellina purpurea
3629113;Mutellina purpurea;Mutellina purpurea (Poir.) Reduron, Charpin & Pimenov;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Mutellina;Mutellina purpurea
8116589;Mycterothrix tuamotuensis;Mycterothrix tuamotuensis (Balbiani, 1887) Lauterborn, 1898;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Mycterothrix;Mycterothrix tuamotuensis
8360084;Mykophagophrys terricola;Mykophagophrys terricola (Foissner, 1985) Foissner, 1995;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Mykophagophrys;Mykophagophrys terricola
8699;Myxochloridaceae;Myxochloridaceae;EXACT;96;ACCEPTED;FAMILY;Chromista;Ochrophyta;Xanthophyceae;Rhizochloridales;Myxochloridaceae;;
2076179;Myzus persicae;Myzus persicae (Sulzer, 1776);EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Myzus;Myzus persicae
8066981;Nassula citrea;Nassula citrea Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Nassula;Nassula citrea
8129437;Nassula picta;Nassula picta Greeff, 1888;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Nassulides;Nassulides pictus
7356029;Nassula protectissima;Nassula protectissima Penard, 1922;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Furgasoniidae;Parafurgasonia;Parafurgasonia protectissima
7440403;Nassula terricola;Nassula terricola Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Nassula;Nassula terricola
5967481;Nematoda;Nematoda;EXACT;94;ACCEPTED;PHYLUM;Animalia;Nematoda;;;;;
7930771;Neogeneia hortualis;Neogeneia hortualis Eigner, 1995;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Parakahliellidae;Neogeneia;Neogeneia hortualis
4405846;Neopsilenchus;Neopsilenchus Thorne & Malek, 1968;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Tylenchidae;Neopsilenchus;
3169755;Nerium;Nerium L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Nerium;
7317019;Nerium indicum;Nerium indicum Mill.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Nerium;Nerium indicum
2928756;Nicotiana;Nicotiana L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Nicotiana;
2928774;Nicotiana tabacum;Nicotiana tabacum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Nicotiana;Nicotiana tabacum
8205625;Nivaliella plana;Nivaliella plana Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Nivaliella;Nivaliella plana
1789671;Noctua;Noctua Linnaeus, 1758;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;
1247492;Notiophilus;Notiophilus Duméril, 1806;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;
7583500;Notohymena antarctica;Notohymena antarctica Foissner, 1996;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Notohymena;Notohymena antarctica
7917408;Notohymena australis;Notohymena australis (Foissner & O'Donoghue, 1990) Foissner & Blatterer, 1988;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Notohymena;Notohymena australis
8016841;Notohymena rubescens;Notohymena rubescens Blatterer & Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Notohymena;Notohymena rubescens
8290993;Notoxoma parabryophryides;Notoxoma parabryophryides Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryophryida;Bryophryidae;Notoxoma;Notoxoma parabryophryides
7724790;Notoxoma sigmoides;Notoxoma sigmoides Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryophryida;Bryophryidae;Notoxoma;Notoxoma sigmoides
2329;Nucleariidae;Nucleariidae;EXACT;96;ACCEPTED;FAMILY;Protozoa;;Filosia;Aconchulinida;Nucleariidae;;
7350999;Nygolaimus;Nygolaimus Cobb, 1913;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Nygolaimidae;Nygolaimus;
7457456;Obertrumia georgiana;Obertrumia georgiana (Dragesco, 1972) Foissner & Adam, 1981;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Obertrumia;Obertrumia georgiana
8282652;Obertrumia kahli;Obertrumia kahli Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Obertrumia;Obertrumia kahli
4579;Ochromonadaceae;Ochromonadaceae;EXACT;96;ACCEPTED;FAMILY;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Ochromonadaceae;;
98;Ochrophyta;Ochrophyta;EXACT;96;ACCEPTED;PHYLUM;Chromista;Ochrophyta;;;;;
2927101;Ocimum sanctum;Ocimum sanctum L.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Ocimum;Ocimum tenuiflorum
8106520;Odontochlamys alpestris;Odontochlamys alpestris Foissner;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Odontochlamys;Odontochlamys alpestris
7447248;Odontochlamys convexa;Odontochlamys convexa (Kahl, 1931) Blatterer & Foissner, 1992;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Odontochlamys;Odontochlamys convexa
7552351;Odontochlamys gouraudi;Odontochlamys gouraudi Certes, 1891;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Odontochlamys;Odontochlamys gouraudi
7743197;Odontochlamys wisconsinensis;Odontochlamys wisconsinensis Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Odontochlamys;Odontochlamys wisconsinensis
2281434;Odontolaimus;Odontolaimus Micoletzky, 1922;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Enoplida;Prismatolaimidae;Odontolaimus;
6027319;Oenanthe crocata;Oenanthe crocata L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Oenanthe;Oenanthe crocata
8006472;Oligohymenophorea;Oligohymenophorea;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Oligohymenophorea;;;;
2626979;Olpidium bornovanus;Olpidium bornovanus Sahtiy. ex Karling, 1977;EXACT;97;SYNONYM;SPECIES;Fungi;Chytridiomycota;Chytridiomycetes;Olpidiales;Olpidiaceae;Leiolpidium;Leiolpidium bornovanum
2626969;Olpidium brassicae;Olpidium brassicae (Woronin) P.A.Dang., 1886;EXACT;98;SYNONYM;SPECIES;Fungi;Chytridiomycota;Chytridiomycetes;Olpidiales;Olpidiaceae;Olpidiaster;Olpidiaster brassicae
2972595;Onobrychis viciifolia;Onobrychis viciifolia Scop.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Onobrychis;Onobrychis viciifolia
7625409;Onychodromopsis flexilis;Onychodromopsis flexilis Stokes, 1887;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Onychodromopsis;Onychodromopsis flexilis
7788922;Opercularia asymmetrica;Opercularia asymmetrica (Biczok, 1956) Aescht & Foissner, 1992;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Operculariidae;Pyxidium;Pyxidium asymmetricum
8237243;Opercularia curvicaule;Opercularia curvicaule (Penard, 1922) Foissner, 1998;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Operculariidae;Opercularia;Opercularia curvicaulis
8097772;Opisthonecta minima;Opisthonecta minima Foissner, 1975;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Opisthonectidae;Opisthonecta;Opisthonecta minima
9103818;Opisthotricha terricola;Opisthotricha terricola Gellért, 1957;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Opisthotricha terricola
5258926;Orbicula parietina;Orbicula parietina (Schrad.) S.Hughes;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Orbicula;Orbicula parietina
2513009;Orbilia;Orbilia Fr.;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;
7689;Orchidaceae;Orchidaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;;
7892382;Orthoamphisiella franzi;Orthoamphisiella franzi (Foissner, 1982) Eigner, 1995;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Actinopterygii;Stomiiformes;Gonostomatidae;Neowallackia;Neowallackia franzi
7545388;Orthoamphisiella grelli;Orthoamphisiella grelli Eigner & Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae;Orthoamphisiella;Orthoamphisiella grelli
8052477;Orthoamphisiella stramenticola;Orthoamphisiella stramenticola Eigner & Foissner, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae;Orthoamphisiella;Orthoamphisiella stramenticola
7472879;Orthokreyella schiffmanni;Orthokreyella schiffmanni Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Kreyellidae;Orthokreyella;Orthokreyella schiffmanni
2703455;Oryza;Oryza L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Oryza;
4110287;Oryza australiensis;Oryza australiensis Domin;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Oryza;Oryza australiensis
2703459;Oryza sativa;Oryza sativa L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Oryza;Oryza sativa
1194803;Otiorhynchus;Otiorhynchus Germar, 1822;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Otiorhynchus;
8307873;Oxytricha auripunctata;Oxytricha auripunctata Blatterer & Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha auripunctata
8320870;Oxytricha gigantea;Oxytricha gigantea Horvath, 1933;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Urosoma;Urosoma giganteum
8187489;Oxytricha granulifera;Oxytricha granulifera Foissner & Adam, 1983;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha granulifera
8754583;Oxytricha hengshanensis;Oxytricha hengshanensis Liu & al., 1992;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha hengshanensis
8037938;Oxytricha histrioides;Oxytricha histrioides Gellert, 1957;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha histrioides
7736897;Oxytricha islandica;Oxytricha islandica Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha islandica
8296495;Oxytricha lanceolata;Oxytricha lanceolata Shibuya, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha lanceolata
8282405;Oxytricha longigranulosa;Oxytricha longigranulosa Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha longigranulosa
7514676;Oxytricha nauplia;Oxytricha nauplia Berger & Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha nauplia
7687728;Oxytricha opisthomuscorum;Oxytricha opisthomuscorum Foissner, Blatterer, Berger & Kohmann, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha opisthomuscorum
8311950;Oxytricha ottowi;Oxytricha ottowi Foissner, 1996;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha ottowi
7885156;Oxytricha proximata;Oxytricha proximata Shibuya, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha proximata
9000164;Oxytricha quercineti;Oxytricha quercineti Lepsi, 1948;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;Oxytricha quercineti
