verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Articulospora proliferata;Articulospora Ingold;9381748;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Articulospora;
Bisporella citrina;Bisporella citrina (Batsch) Korf & S.E.Carp.;2584306;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Bisporella;Bisporella citrina
Bisporella;Bisporella Sacc.;2581774;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Bisporella;
Hymenoscyphus repandus;Hymenoscyphus repandus (W.Phillips) Dennis;2582306;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;Hymenoscyphus repandus
Hymenoscyphus;Hymenoscyphus Gray;2513008;EXACT;92;DOUBTFUL;GENUS;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;
Helotiaceae;Helotiaceae;8381;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;;
Hyphodiscus hymeniophilus;Hyphodiscus hymeniophilus (P.Karst.) Baral;2584918;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyphodiscus;Hyphodiscus hymeniophilus
Hyphodiscus;Hyphodiscus Kirschst.;2584898;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyphodiscus;
Hyaloscyphaceae;Hyaloscyphaceae;8382;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;;
Holwaya mucida;Holwaya mucida (Schulzer) Korf & Abawi;3481158;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;Holwaya;Holwaya mucida
Holwaya;Holwaya;7995580;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;Holwaya;
Helotiales;Helotiales;1052;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Leotiomycetes;Helotiales;;;
Leotiomycetes;Leotiomycetes;179;EXACT;96;ACCEPTED;CLASS;Fungi;Ascomycota;Leotiomycetes;;;;
Brachyphoris oviparasitica;Brachyphoris oviparasitica (G.R.Stirling & Mankau) J.Chen, L.L.Xu, B.Liu & Xing Z.Liu;2587454;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Brachyphoris;Brachyphoris oviparasitica
Brachyphoris;Brachyphoris J.Chen, L.L.Xu, B.Liu & Xing Z.Liu;2587447;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Brachyphoris;
Hyalorbilia;Hyalorbilia Baral & G.Marson;2586813;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Hyalorbilia;
Orbilia;Orbilia Fr.;2513009;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;
Orbiliaceae;Orbiliaceae;4127;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;;
Orbiliales;Orbiliales;1056;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;;;
Orbiliomycetes;Orbiliomycetes;181;EXACT;96;ACCEPTED;CLASS;Fungi;Ascomycota;Orbiliomycetes;;;;
Ascobolus stercorarius;Ascobolus stercorarius (Bull.) J.Schröt., 1893;2595607;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Ascobolus;Ascobolus furfuraceus
Ascobolus;Ascobolus Pers.;2569641;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Ascobolus;
Saccobolus dilutellus;Saccobolus dilutellus (Fuckel) Sacc.;2595488;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Saccobolus;Saccobolus dilutellus
Saccobolus;Saccobolus Boud.;2595480;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Saccobolus;
Thecotheus holmskjoldii;Thecotheus holmskioldii (E.C.Hansen) Eckblad;2595518;FUZZY;94;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Thecotheus;Thecotheus holmskioldii
Thecotheus;Thecotheus Boud.;2595516;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Thecotheus;
Ascobolaceae;Ascobolaceae;8395;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;;
Boudiera acanthospora;Boudiera acanthospora Dissing & T.Schumach.;5259396;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Boudiera;Boudiera acanthospora
Boudiera;Boudiera Cooke;2594065;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Boudiera;
Iodophanus carneus;Iodophanus carneus (Pers.) Korf;2595140;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Iodophanus;Iodophanus carneus
Iodophanus;Iodophanus Korf;2595139;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Iodophanus;
Peziza;Peziza Pers., 1801;8766080;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;
Pezizaceae;Pezizaceae;8399;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;;
Cheilymenia stercorea;Cheilymenia stercorea (Pers.) Boud.;2594455;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Cheilymenia;Cheilymenia stercorea
Cheilymenia;Cheilymenia Boud.;2580622;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Cheilymenia;
Genea fragrans;Genea fragrans (Wallr.) Sacc.;5499811;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Genea;Genea fragrans
Melastiza contorta;Melastiza contorta (Massee & Crossl.) Spooner & Y.J.Yao;2593986;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Melastiza;Melastiza contorta
Melastiza;Melastiza Boud.;2593966;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Melastiza;
Orbicula parietina;Orbicula parietina (Schrad.) S.Hughes;5258926;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Orbicula;Orbicula parietina
Orbicula;Orbicula Cooke;2569635;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Orbicula;
Stephensia shanorii;Stephensia shanorii (Gilkey) Gilkey;5258938;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Stephensia;Stephensia shanorii
Pyronemataceae;Pyronemataceae;4131;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;;
Strobiloscypha;Strobiloscypha N.S.Weber & Denison;2593323;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Strobiloscypha;
Sarcosomataceae;Sarcosomataceae;4133;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;;
Tuberaceae;Tuberaceae;4134;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;;
Pezizales;Pezizales;1057;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Pezizomycetes;Pezizales;;;
Pezizomycetes;Pezizomycetes;316;EXACT;96;ACCEPTED;CLASS;Fungi;Ascomycota;Pezizomycetes;;;;
Debaryomycetaceae;Debaryomycetaceae;5893341;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;;
Yarrowia lipolytica;Yarrowia lipolytica;2599452;EXACT;97;DOUBTFUL;SPECIES;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;Yarrowia lipolytica
Yarrowia;Yarrowia J.P.van der Walt & J.A.von Arx, 1981;2599451;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;
Dipodascaceae;Dipodascaceae;4137;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;;
Lipomyces;Lipomyces Lodder & Kreger-van Rij;2518398;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;Lipomyces;
Lipomycetaceae;Lipomycetaceae;4138;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;;
Phaffomycetaceae;Phaffomycetaceae;8403;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;;
Saccharomyces cerevisiae;Saccharomyces cerevisiae Meyen ex E.C.Hansen;2599166;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae
Saccharomyces;Saccharomyces Meyen ex E.C.Hansen;2518181;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;
Schwanniomyces;Schwanniomyces;2599319;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Schwanniomyces;
Saccharomycetaceae;Saccharomycetaceae;4140;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;;
Candida;Candida Berkhout;2518121;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Candida;
Saccharomycetales;Saccharomycetales;1281;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;;
Saccharomycetes;Saccharomycetes;182;EXACT;96;ACCEPTED;CLASS;Fungi;Ascomycota;Saccharomycetes;;;;
Pestalotiopsis microspora;Pestalotiopsis microspora (Speg.) G.C.Zhao & N.Li;2574966;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Amphisphaeriales;Pestalotiopsidaceae;Pestalotiopsis;Pestalotiopsis microspora
Pestalotiopsis;Pestalotiopsis Steyaert;2574855;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Amphisphaeriales;Pestalotiopsidaceae;Pestalotiopsis;
Chaetosphaeria ciliata;Chaetosphaeria ciliata Réblová & Seifert;3464398;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;Chaetosphaeria ciliata
Chaetosphaeria;Chaetosphaeria Tul. & C.Tul.;2562108;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;
Chaetosphaeriaceae;Chaetosphaeriaceae;8409;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;;
Chaetosphaeriales;Chaetosphaeriales;1284;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;;;
Cryphonectria parasitica;Cryphonectria parasitica (Murrill) M.E.Barr;2566393;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Diaporthales;Cryphonectriaceae;Cryphonectria;Cryphonectria parasitica
Cryphonectria;Cryphonectria (Sacc.) Sacc. & D.Sacc.;2566387;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Diaporthales;Cryphonectriaceae;Cryphonectria;
Cryphonectriaceae;Cryphonectriaceae;8412;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Diaporthales;Cryphonectriaceae;;
Diaporthales;Diaporthales;1289;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Diaporthales;;;
Plectosphaerellaceae;Plectosphaerellaceae;5729;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;;
Glomerellales;Glomerellales;9705517;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Glomerellales;;;
Stilbocrea;Stilbocrea Pat.;2561394;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Stilbocrea;
Bionectriaceae;Bionectriaceae;8416;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;;
Metarhizium anisopliae;Metarhizium anisopliae (Metschn.) Sorokin;2562645;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium anisopliae
Metarhizium;Metarhizium Sorokin;2562464;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;
Clavicipitaceae;Clavicipitaceae;8417;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;;
Beauveria;Beauveria Vuill.;2560584;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Beauveria;
Cordyceps cylindrica;Cordyceps cylindrica Petch;3451388;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps cylindrica
Cordyceps memorabilis;Cordyceps memorabilis (Ces.) Ces.;2560689;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps memorabilis
Cordyceps;Cordyceps (Fr.) Link;7532950;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;
Cordycipitaceae;Cordycipitaceae;8418;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;;
Stilbocrea macrostoma;Stilbocrea macrostoma (Berk. & M.A.Curtis) Höhn.;2561637;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocreopsis;Hypocreopsis macrostoma
Xepicula leucotricha;Xepicula leucotricha (Peck) Nag Raj;2590632;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Xepicula;Xepicula leucotricha
Xepicula;Xepicula Nag Raj;2590630;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Xepicula;
Stachybotryaceae;Stachybotryaceae;7733260;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;;
Hypocreales;Hypocreales;1290;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Hypocreales;;;
Gaeumannomyces graminis;Gaeumannomyces graminis (Sacc.) Arx & D.L.Olivier, 1952;3456755;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Gaeumannomyces;Gaeumannomyces graminis
Gaeumannomyces;Gaeumannomyces Arx & D.L.Olivier;2569283;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Gaeumannomyces;
Magnaporthe;Magnaporthe R.A.Krause & R.K.Webster;2569257;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Magnaporthe;
Magnaporthaceae;Magnaporthaceae;5731;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;;
Magnaporthales;Magnaporthales;7889691;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;;;
Panorbis viscosus;Panorbis viscosus (I.Schmidt) J.Campb., J.L.Anderson & Shearer;2564469;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Halosarpheia;Halosarpheia viscosa
Panorbis;Panorbis J.Campb., J.L.Anderson & Shearer;2564468;EXACT;92;DOUBTFUL;GENUS;Fungi;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Panorbis;
Halosphaeriaceae;Halosphaeriaceae;8424;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;;
Microascaceae;Microascaceae;8425;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;;
Microascales;Microascales;1059;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Microascales;;;
Ophiostoma retusum;Ophiostoma retusi (R.W.Davidson & T.E.Hinds) Georg Hausner, J.Reid & Klassen;5254225;FUZZY;94;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Ophiostoma;Ophiostoma retusi
Ophiostoma;Ophiostoma Syd. & P.Syd.;7460035;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Ophiostoma;
Ophiostomataceae;Ophiostomataceae;4157;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;;
Ophiostomatales;Ophiostomatales;1292;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;;;
Sporocadaceae;Sporocadaceae;3288025;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;;
Xylariaceae;Xylariaceae;4168;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;;
Xylariales;Xylariales;1298;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Sordariomycetes;Xylariales;;;
Sordariomycetes;Sordariomycetes;320;EXACT;96;ACCEPTED;CLASS;Fungi;Ascomycota;Sordariomycetes;;;;
Protomycetaceae;Protomycetaceae;8439;EXACT;96;ACCEPTED;FAMILY;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Protomycetaceae;;
Protomyces;Protomyces Unger;2513144;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Protomyces;
Taphrinales;Taphrinales;1299;EXACT;96;ACCEPTED;ORDER;Fungi;Ascomycota;Taphrinomycetes;Taphrinales;;;
Taphrinomycetes;Taphrinomycetes;184;EXACT;96;ACCEPTED;CLASS;Fungi;Ascomycota;Taphrinomycetes;;;;
Ascomycota;Ascomycota;95;EXACT;96;ACCEPTED;PHYLUM;Fungi;Ascomycota;;;;;
Bolbitius vitellinus;Bolbitius vitellinus (Pers.) Fr.;3323387;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Bolbitius;Bolbitius titubans
Bolbitius;Bolbitius Fr.;2529626;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Bolbitius;
Panaeolus;Panaeolus (Fr.) Quél.;2524401;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Panaeolus;
Bolbitiaceae;Bolbitiaceae;8440;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;;
Hodophilus hymenocephalus;Hodophilus hymenocephalus (A.H.Sm. & Hesler) Birkebak & Adamčík, 2016;9744773;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Hodophilus;Hodophilus hymenocephalus
Hodophilus;Hodophilus R.Heim;2538958;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Hodophilus;
Ramariopsis kunzei;Ramariopsis kunzei (Fr.) Corner;2540225;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Ramariopsis;Ramariopsis kunzei
Ramariopsis;Ramariopsis (Donk) Corner;8699276;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Ramariopsis;
Clavariaceae;Clavariaceae;8442;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;;
Chondrostereum purpureum;Chondrostereum purpureum (Pers.) Pouzar;2532944;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;Chondrostereum;Chondrostereum purpureum
Chondrostereum;Chondrostereum Pouzar;2532936;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;Chondrostereum;
Camarophyllus;Camarophyllus (Fr.) P.Kumm.;2525705;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Camarophyllus;
Chromosera;Chromosera Redhead, Ammirati & Norvell;2538825;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Chromosera;
Hygrocybe reidii;Hygrocybe reidii Kühner;8369786;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe reidii
Hygrocybe;Hygrocybe (Fr.) P.Kumm.;2523318;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;
Hygrophorus agathosmus;Hygrophorus agathosmus (Fr.) Fr.;2538727;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrophorus;Hygrophorus agathosmus
Hygrophorus;Hygrophorus Fr.;2525706;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrophorus;
Hygrophoraceae;Hygrophoraceae;4176;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;;
Campanella subdendrophora;Campanella subdendrophora Redhead;5243715;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Tetrapyrgos;Tetrapyrgos subdendrophora
Marasmiaceae;Marasmiaceae;4179;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;;
Pluteus petasatus;Pluteus petasatus (Fr.) Gillet;5241275;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus petasatus
Pluteus phlebophorus;Pluteus phlebophorus (Ditmar) P.Kumm., 1871;7641695;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus phlebophorus
Pluteus;Pluteus Fr.;2526826;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;
Pluteaceae;Pluteaceae;8447;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;;
Psathyrella;Psathyrella (Fr.) Quél.;2526774;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;
Psathyrellaceae;Psathyrellaceae;4184;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;;
Pterula echo;Pterula echo D.J.McLaughlin & E.G.McLaughlin;2540688;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula;Pterula echo
Pterula;Pterula Fr.;2518080;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula;
Pterulaceae;Pterulaceae;8448;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;;
Schizophyllaceae;Schizophyllaceae;4185;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;;
Pholiota squarrosa;Pholiota squarrosa (Bull.) P.Kumm.;2534205;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota squarrosa
Pholiota;Pholiota (Fr.) P.Kumm.;2528397;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;
Strophariaceae;Strophariaceae;4186;EXACT;96;ACCEPTED;FAMILY;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;;
Leucocybe candicans;Leucocybe candicans (Pers.) Vizzini, P.Alvarado, G.Moreno & Consiglio, 2015;7530876;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Leucocybe;Leucocybe candicans
Leucocybe;Leucocybe Vizzini, P.Alvarado, G.Moreno & Consiglio;7603327;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Leucocybe;
Porpoloma;Porpoloma Singer;2531688;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Porpoloma;
Tricholoma;Tricholoma (Fr.) Staude;2527766;EXACT;92;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;
