occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
;Phytomyxea;Phytomyxea;266;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Phytomyxea;;;;
;Heteromitidae;Heteromitidae;4900802;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;Heteromitidae;;
;Cercomonadida;Cercomonadida;9721556;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Sarcomonadea;Cercomonadida;;;
;Bodomorpha;Bodomorpha Hollande, 1942;4898692;EXACT;92;DOUBTFUL;GENUS;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Sandonidae;Bodomorpha;
;Orciraptor agilis;Orciraptor agilis Hess & Melkonian, 2013;8951948;EXACT;97;DOUBTFUL;SPECIES;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Viridiraptoridae;Orciraptor;Orciraptor agilis
;Orciraptor;Orciraptor Hess & Melkonian, 2013;8853899;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Viridiraptoridae;Orciraptor;
;Viridiraptoridae;Viridiraptoridae;9397538;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;Viridiraptoridae;;
;Glissomonadida;Glissomonadida;9774063;EXACT;94;ACCEPTED;ORDER;Chromista;Cercozoa;Sarcomonadea;Glissomonadida;;;
;Sarcomonadea;Sarcomonadea;9697778;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Sarcomonadea;;;;
;Cercomonas;Cercomonas;3210222;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas alexieffi;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas braziliensis;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas celer;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas fastiga;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas media;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas parambigua;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas parincurva;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas radiata;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas rapida;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Cercomonas vacuolata;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
;Eocercomonas;Eocercomonas S.A.Karpov, D.Bass, A.P.Mylnikov & T.Cavalier-Smith, 2006;4912196;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Eocercomonas;
;Paracercomonas;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;EXACT;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
;Paracercomonas astra;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
;Paracercomonas compacta;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
;Paracercomonas filosa;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
;Paracercomonas paralaciniaegerens;Paracercomonas Cavalier-Smith & Bass, 2006;5899695;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Paracercomonas;
;Cercomonadidae;Cercomonadidae;2164;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;;
;Thecofilosea;Thecofilosea;9720891;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Thecofilosea;;;;
;Cercozoa;Cercozoa;38;EXACT;94;ACCEPTED;PHYLUM;Chromista;Cercozoa;;;;;
;Bryometopus pseudochilodon;Bryometopus pseudochilodon Kahl, 1932;8098413;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus pseudochilodon
;Bryometopus sphagni;Bryometopus sphagni (Penard, 1922) Kahl, 1932;8108604;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus sphagni
;Bryometopus;Bryometopus Kahl, 1932;7401010;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;
;Bryometopidae;Bryometopidae;8347034;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;;
;Bryometopida;Bryometopida;7671830;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Bryometopida;;;
;Bardeliella pulchra;Bardeliella pulchra Foissner, 1984;7618777;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Bardelielidae;Bardeliella;Bardeliella pulchra
;Bardeliella;Bardeliella Foissner, 1984;8403767;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Bardelielidae;Bardeliella;
;Bardeliellidae;Bardeliellidae;7963515;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Bardeliellidae;;
;Bresslaua vorax;Bresslaua vorax Kahl, 1931;8118209;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Bresslaua;Bresslaua vorax
;Bresslaua;Bresslaua Kahl, 1931;8165438;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Bresslaua;
;Colpoda inflata;Colpoda inflata (Stokes, 1884) Kahl, 1931;7559248;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda inflata
;Colpoda;Colpoda;8136143;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;
;Colpodidae;Colpodidae;7881076;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;;
;Bresslauides discoideus;Bresslauides discoideus Kahl, 1931;7691700;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Bresslauides;Bresslauides discoideus
;Bresslauides;Bresslauides Blatterer & Foissner, 1988;8002457;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Bresslauides;
;Hausmanniellidae;Hausmanniellidae;8230719;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;;
;Maryna ovata;Maryna ovata (Gelei, 1950) Foissner, 1993;7518643;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;Maryna ovata
;Maryna;Maryna Gruber, 1879;8240280;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;Maryna;
;Marynidae;Marynidae;8368596;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae;;
;Colpodida;Colpodida;7773411;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Colpodida;;;
;Pseudocyrtolophosis alpestris;Pseudocyrtolophosis alpestris Foissner, 1980;7468873;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Pseudocyrtolophosis;Pseudocyrtolophosis alpestris
;Pseudocyrtolophosis;Pseudocyrtolophosis;8294715;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Pseudocyrtolophosis;
;Cyrtolophosididae;Cyrtolophosididae;8236668;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;;
;Platyophrya vorax;Platyophrya vorax Kahl, 1926;8072867;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;Platyophrya vorax
;Platyophrya;Platyophrya Kahl, 1926;7787742;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;
;Platyophrya bromelicola;Platyophrya Kahl, 1926;7787742;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;
;Platyophryidae;Platyophryidae;8350291;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;;
;Woodruffiidae;Woodruffiidae;8160051;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae;;
;Cyrtolophosidida;Cyrtolophosidida;7520151;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;;;
;Mykophagophrys terricola;Mykophagophrys terricola (Foissner, 1985) Foissner, 1995;8360084;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Mykophagophrys;Mykophagophrys terricola
;Mykophagophrys;Mykophagophrys Foissner, 1995;7659622;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Mykophagophrys;
;Pseudoplatyophrya nana;Pseudoplatyophrya nana (Kahl, 1926) Foissner, 1980;7960295;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;Pseudoplatyophrya nana
;Pseudoplatyophrya;Pseudoplatyophrya Foissner, 1980;8296343;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya;
;Grossglockneriidae;Grossglockneriidae;7425914;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae;;
;Grossglockneriida;Grossglockneriida;8082344;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Colpodea;Grossglockneriida;;;
;Colpodea;Colpodea;8229102;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Colpodea;;;;
;Chlamydodontida;Chlamydodontida;7842954;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Cyrtophoria;Chlamydodontida;;;
;Pseudochilodonopsis;Pseudochilodonopsis Foissner, 1979;7902508;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Pseudochilodonopsis;
;Chilodonellidae;Chilodonellidae;7597177;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;;
;Acropisthiidae;Acropisthiidae;7805141;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Haptorida;Acropisthiidae;;
;Fuscheria;Fuscheria Foissner, 1983;7989755;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae;Fuscheria;
;Haptorida;Haptorida;7569076;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Gymnostomatea;Haptorida;;;
;Amphileptus;Amphileptus Ehrenberg, 1830;7834375;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Amphileptidae;Amphileptus;
;Amphileptidae;Amphileptidae;7891174;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Amphileptidae;;
;Litonotidae;Litonotidae;8415977;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Litonotidae;;
;Loxophyllum;Loxophyllum Dujardin, 1841;3204461;EXACT;92;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Loxophyllidae;Loxophyllum;
;Loxophyllum utriculariae;Loxophyllum utriculariae (Penard, 1922) Kahl, 1926;7952613;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;Loxophyllidae;Siroloxophyllum;Siroloxophyllum utricularium
;Pleurostomatida;Pleurostomatida;7729658;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Gymnostomatea;Pleurostomatida;;;
;Prorodontida;Prorodontida;7664449;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Gymnostomatea;Prorodontida;;;
;Arcuospathidium namibiense;Arcuospathidium namibiense Foissner, Agatha & Berger;7595878;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Arcuospathidium;Arcuospathidium namibiense
;Arcuospathidium;Arcuospathidium Foissner, 1984;7995850;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Arcuospathidium;
;Cultellothrix coemeterii;Cultellothrix coemeterii Kahl, 1943;8246938;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Cultellothrix;Cultellothrix coemeterii
;Cultellothrix lionotiformis;Cultellothrix lionotiformis (Kahl, 1930) Foissner, 2003;8084084;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Cultellothrix;Cultellothrix lionotiformis
;Cultellothrix;Cultellothrix Foissner, 2003;8402004;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Cultellothrix;
;Lacrymaria marina;Lacrymaria marina Kahl, 1933;8041250;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Lacrymariidae;Lacrymaria;Lacrymaria marina
;Lacrymariidae;Lacrymariidae;7958515;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Lacrymariidae;;
;Epispathidium terricola;Epispathidium terricola Foissner, 1987;8423927;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;Epispathidium terricola
;Epispathidium;Epispathidium Foissner, 1984;8387843;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Epispathidium;
;Spathidium simplinucleatum;Spathidium simplinucleatum;7766976;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium simplinucleatum
;Spathidium;Spathidium Dujardin, 1841;7704077;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;
;Spathidiidae;Spathidiidae;7816034;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;;
;Chaenea;Chaenea;7368048;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Chaenea;
;Enchelyodon;Enchelyodon Claparède & Lachmann, 1859;7472712;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Enchelyodon;
;Phialina salinarum;Phialina salinarum (Kahl, 1928);7779390;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Phialina;Phialina salinarum
;Trachelophyllidae;Trachelophyllidae;7428245;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;;
;Blepharismidae;Blepharismidae;8253016;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Blepharismidae;;
;Blepharisma hyalinum;Blepharisma hyalinum Perty, 1852;7385619;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;Blepharisma hyalinum
;Blepharisma;Blepharisma Perty, 1849;7789319;EXACT;92;ACCEPTED;GENUS;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;
;Heterotrichida;Heterotrichida;8169551;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Heterotrichea;Heterotrichida;;;
;Heterotrichea;Heterotrichea;8235041;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Heterotrichea;;;;
;Euplotes balteatus;Euplotes balteatus (Dujardin, 1841) Kahl, 1932;7866880;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes balteatus
;Euplotes trisulcatus;Euplotes trisulcatus Kahl, 1932;8374779;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;Euplotes trisulcatus
;Euplotes;Euplotes O.F.Müller, 1786;8410027;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;
;Euplotes qatarensis;Euplotes O.F.Müller, 1786;8410027;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;Euplotes;
;Euplotidae;Euplotidae;7575660;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Euplotida;Euplotidae;;
;Euplotida;Euplotida;8290279;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Hypotrichea;Euplotida;;;
;Gonostomum namibiense;Gonostomum namibiense Foissner, Agatha & Berger, 2002;8165311;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum namibiense
;Gonostomum strenuum;Gonostomum strenuum (Engelmann, 1862) Sterki, 1878;8212596;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Gonostomum;Gonostomum strenuum
;Oxytricha;Oxytricha Bory de Saint-Vincent, 1824;7467984;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Oxytricha;
;Pseudouroleptus;Pseudouroleptus Hemberger, 1985;7365025;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Pseudouroleptus;
;Tachysoma pellionellum;Tachysoma pellionellum (Müller, 1773) Borror, 1972;7735326;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Tachysoma;Tachysoma pellionellum
;Tachysoma;Tachysoma Stokes, 1887;8251279;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Tachysoma;
;Trichocerca rattus;Trichocerca rattus (Müller, 1776);1002070;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Trichoda;Trichoda rattus
;Oxytrichidae;Oxytrichidae;8314658;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;;
;Hemiamphisiella terricola;Hemiamphisiella terricola Foissner;7477764;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella terricola
;Hemiamphisiella;Hemiamphisiella Foissner, 1988;8074582;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;
;Amphisiellidae;Amphisiellidae;7959387;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;;
;Spirofilidae;Spirofilidae;7806059;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Spirofilidae;;
;Stichotrichida;Stichotrichida;8050047;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Hypotrichea;Stichotrichida;;;
;Anteholosticha gracilis;Anteholosticha gracilis Kahl, 1932;7784418;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha gracilis
;Anteholosticha monilata;Anteholosticha monilata (Kahl, 1928) Berger, 2003;8090887;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;Anteholosticha monilata
;Anteholosticha;Anteholosticha Berger, 2003;8167254;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;
;Anteholosticha rectangula;Anteholosticha Berger, 2003;8167254;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Anteholosticha;
;Caudiholosticha sylvatica;Caudiholosticha sylvatica (Foissner, 1982) Berger, 2003;7904860;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;Caudiholosticha sylvatica
;Caudiholosticha;Caudiholosticha Berger, 2003;8380316;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Caudiholosticha;
;Neourostylopsis;Neourostylopsis Chen, Shao, Liu, Huang & Al-Rasheid, 2013;9598872;EXACT;92;DOUBTFUL;GENUS;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;Neourostylopsis;
;Holostichidae;Holostichidae;7423747;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae;;
;Trachelostylidae;Trachelostylidae;7482626;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Urostylida;Trachelostylidae;;
;Urostyla grandis;Urostyla grandis Ehrenberg, 1830;7680285;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Urostylidae;Urostyla;Urostyla grandis
;Urostyla;Urostyla Ehrenberg, 1830;3204810;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Hypotrichea;Urostylida;Urostylidae;Urostyla;
;Urostylidae;Urostylidae;7556057;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Hypotrichea;Urostylida;Urostylidae;;
;Urostylida;Urostylida;7945900;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Hypotrichea;Urostylida;;;
;Dileptus microstoma;Dileptus microstoma;7957501;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;Dileptus microstoma
;Dileptus;Dileptus;7410447;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;
;Monilicaryon monilatum;Monilicaryon monilatum (Stokes, 1886) Jankowski, 1967;7571206;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Monilicaryon;Monilicaryon monilatum
;Monilicaryon;Monilicaryon;7690291;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Monilicaryon;
;Dileptidae;Dileptidae;8098577;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;;
;Litostomatea;Litostomatea;7589559;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Litostomatea;;;;
;Leptopharynx;Leptopharynx Mermod, 1914;8198844;EXACT;92;ACCEPTED;GENUS;Chromista;Ciliophora;Nassophorea;Nassulida;Leptopharynidae;Leptopharynx;
;Leptopharynx bromelicola;Leptopharynx Mermod, 1914;8198844;HIGHERRANK;92;ACCEPTED;GENUS;Chromista;Ciliophora;Nassophorea;Nassulida;Leptopharynidae;Leptopharynx;
;Microthoracidae;Microthoracidae;7707564;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;;
;Obertrumia georgiana;Obertrumia georgiana (Dragesco, 1972) Foissner & Adam, 1981;7457456;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Obertrumia;Obertrumia georgiana
;Obertrumia;Obertrumia Foissner & Adam, 1981;7381558;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae;Obertrumia;
;Trochiliopsis australis;Trochiliopsis australis Foissner, Skogstad & Pratt, 1988;8309291;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Trochiliopsidae;Trochiliopsis;Trochiliopsis australis
;Trochiliopsis;Trochiliopsis Penard, 1922;8022978;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Nassophorea;Nassulida;Trochiliopsidae;Trochiliopsis;
;Nassophorea;Nassophorea;7551344;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Nassophorea;;;;
;Anoplophrya marylandensis;Anoplophrya marylandensis Conklin, 1930;8254023;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Astomatida;Anoplophryidae;Anoplophrya;Anoplophrya marylandensis
;Anoplophrya;Anoplophrya von Stein, 1860;7943637;EXACT;94;ACCEPTED;GENUS;Chromista;Ciliophora;Oligohymenophorea;Astomatida;Anoplophryidae;Anoplophrya;
;Anoplophryidae;Anoplophryidae;8019241;EXACT;96;ACCEPTED;FAMILY;Chromista;Ciliophora;Oligohymenophorea;Astomatida;Anoplophryidae;;
;Astomatida;Astomatida;8072279;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Oligohymenophorea;Astomatida;;;
