"occurrenceId";"verbatimScientificName";"scientificName";"key";"matchType";"confidence";"status";"rank";"kingdom";"phylum";"class";"order";"family";"genus";"species"
NA;"Bisporella";"Bisporella Sacc.";2581774;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Bisporella";""
NA;"Hymenoscyphus repandus";"Hymenoscyphus repandus (W.Phillips) Dennis";2582306;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Hymenoscyphus";"Hymenoscyphus repandus"
NA;"Hymenoscyphus";"Hymenoscyphus Gray";2513008;"EXACT";92;"DOUBTFUL";"GENUS";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Hymenoscyphus";""
NA;"Helotiaceae";"Helotiaceae";8381;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"";""
NA;"Hyphodiscus hymeniophilus";"Hyphodiscus hymeniophilus (P.Karst.) Baral";2584918;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Hyphodiscus";"Hyphodiscus hymeniophilus"
NA;"Hyphodiscus";"Hyphodiscus Kirschst.";2584898;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Hyphodiscus";""
NA;"Hyaloscyphaceae";"Hyaloscyphaceae";8382;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"";""
NA;"Holwaya mucida";"Holwaya mucida (Schulzer) Korf & Abawi";3481158;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Tympanidaceae";"Holwaya";"Holwaya mucida"
NA;"Holwaya";"Holwaya";7995580;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Tympanidaceae";"Holwaya";""
NA;"Helotiales";"Helotiales";1052;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"";"";""
NA;"Leotiomycetes";"Leotiomycetes";179;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Ascomycota";"Leotiomycetes";"";"";"";""
NA;"Brachyphoris oviparasitica";"Brachyphoris oviparasitica (G.R.Stirling & Mankau) J.Chen, L.L.Xu, B.Liu & Xing Z.Liu";2587454;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Brachyphoris";"Brachyphoris oviparasitica"
NA;"Brachyphoris";"Brachyphoris J.Chen, L.L.Xu, B.Liu & Xing Z.Liu";2587447;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Brachyphoris";""
NA;"Hyalorbilia";"Hyalorbilia Baral & G.Marson";2586813;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Hyalorbilia";""
NA;"Orbilia";"Orbilia Fr.";2513009;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";""
NA;"Orbiliaceae";"Orbiliaceae";4127;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"";""
NA;"Orbiliales";"Orbiliales";1056;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"";"";""
NA;"Orbiliomycetes";"Orbiliomycetes";181;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Ascomycota";"Orbiliomycetes";"";"";"";""
NA;"Ascobolus stercorarius";"Ascobolus stercorarius (Bull.) J.Schröt., 1893";2595607;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Ascobolus";"Ascobolus furfuraceus"
NA;"Ascobolus";"Ascobolus Pers.";2569641;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Ascobolus";""
NA;"Saccobolus dilutellus";"Saccobolus dilutellus (Fuckel) Sacc.";2595488;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Saccobolus";"Saccobolus dilutellus"
NA;"Saccobolus";"Saccobolus Boud.";2595480;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Saccobolus";""
NA;"Thecotheus holmskjoldii";"Thecotheus holmskioldii (E.C.Hansen) Eckblad";2595518;"FUZZY";94;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Thecotheus";"Thecotheus holmskioldii"
NA;"Thecotheus";"Thecotheus Boud.";2595516;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Thecotheus";""
NA;"Ascobolaceae";"Ascobolaceae";8395;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"";""
NA;"Boudiera acanthospora";"Boudiera acanthospora Dissing & T.Schumach.";5259396;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Boudiera";"Boudiera acanthospora"
NA;"Boudiera";"Boudiera Cooke";2594065;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Boudiera";""
NA;"Iodophanus carneus";"Iodophanus carneus (Pers.) Korf";2595140;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Iodophanus";"Iodophanus carneus"
NA;"Iodophanus";"Iodophanus Korf";2595139;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Iodophanus";""
NA;"Peziza";"Peziza Pers., 1801";8766080;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"Peziza";""
NA;"Pezizaceae";"Pezizaceae";8399;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";"";""
NA;"Cheilymenia stercorea";"Cheilymenia stercorea (Pers.) Boud.";2594455;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Cheilymenia";"Cheilymenia stercorea"
NA;"Cheilymenia";"Cheilymenia Boud.";2580622;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Cheilymenia";""
NA;"Genea fragrans";"Genea fragrans (Wallr.) Sacc.";5499811;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Genea";"Genea fragrans"
NA;"Melastiza contorta";"Melastiza contorta (Massee & Crossl.) Spooner & Y.J.Yao";2593986;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Melastiza";"Melastiza contorta"
NA;"Melastiza";"Melastiza Boud.";2593966;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Melastiza";""
NA;"Orbicula parietina";"Orbicula parietina (Schrad.) S.Hughes";5258926;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Orbicula";"Orbicula parietina"
NA;"Orbicula";"Orbicula Cooke";2569635;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Orbicula";""
NA;"Stephensia shanorii";"Stephensia shanorii (Gilkey) Gilkey";5258938;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Stephensia";"Stephensia shanorii"
NA;"Pyronemataceae";"Pyronemataceae";4131;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"";""
NA;"Strobiloscypha";"Strobiloscypha N.S.Weber & Denison";2593323;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Sarcosomataceae";"Strobiloscypha";""
NA;"Sarcosomataceae";"Sarcosomataceae";4133;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Sarcosomataceae";"";""
NA;"Tuberaceae";"Tuberaceae";4134;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"";""
NA;"Pezizales";"Pezizales";1057;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"";"";""
NA;"Pezizomycetes";"Pezizomycetes";316;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Ascomycota";"Pezizomycetes";"";"";"";""
NA;"Debaryomycetaceae";"Debaryomycetaceae";5893341;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"";""
NA;"Yarrowia lipolytica";"Yarrowia lipolytica";2599452;"EXACT";97;"DOUBTFUL";"SPECIES";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Dipodascaceae";"Yarrowia";"Yarrowia lipolytica"
NA;"Yarrowia";"Yarrowia J.P.van der Walt & J.A.von Arx, 1981";2599451;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Dipodascaceae";"Yarrowia";""
NA;"Dipodascaceae";"Dipodascaceae";4137;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Dipodascaceae";"";""
NA;"Lipomyces";"Lipomyces Lodder & Kreger-van Rij";2518398;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Lipomycetaceae";"Lipomyces";""
NA;"Lipomycetaceae";"Lipomycetaceae";4138;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Lipomycetaceae";"";""
NA;"Phaffomycetaceae";"Phaffomycetaceae";8403;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"";""
NA;"Saccharomyces cerevisiae";"Saccharomyces cerevisiae Meyen ex E.C.Hansen";2599166;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Saccharomyces";"Saccharomyces cerevisiae"
NA;"Saccharomyces";"Saccharomyces Meyen ex E.C.Hansen";2518181;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Saccharomyces";""
NA;"Schwanniomyces";"Schwanniomyces";2599319;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Schwanniomyces";""
NA;"Saccharomycetaceae";"Saccharomycetaceae";4140;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"";""
NA;"Candida";"Candida Berkhout";2518121;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"";"Candida";""
NA;"Saccharomycetales";"Saccharomycetales";1281;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"";"";""
NA;"Saccharomycetes";"Saccharomycetes";182;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Ascomycota";"Saccharomycetes";"";"";"";""
NA;"Pestalotiopsis microspora";"Pestalotiopsis microspora (Speg.) G.C.Zhao & N.Li";2574966;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Amphisphaeriales";"Pestalotiopsidaceae";"Pestalotiopsis";"Pestalotiopsis microspora"
NA;"Pestalotiopsis";"Pestalotiopsis Steyaert";2574855;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Amphisphaeriales";"Pestalotiopsidaceae";"Pestalotiopsis";""
NA;"Chaetosphaeria ciliata";"Chaetosphaeria ciliata Réblová & Seifert";3464398;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"Chaetosphaeria";"Chaetosphaeria ciliata"
NA;"Chaetosphaeria";"Chaetosphaeria Tul. & C.Tul.";2562108;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"Chaetosphaeria";""
NA;"Chaetosphaeriaceae";"Chaetosphaeriaceae";8409;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"";""
NA;"Chaetosphaeriales";"Chaetosphaeriales";1284;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"";"";""
NA;"Cryphonectria parasitica";"Cryphonectria parasitica (Murrill) M.E.Barr";2566393;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"Cryphonectriaceae";"Cryphonectria";"Cryphonectria parasitica"
NA;"Cryphonectria";"Cryphonectria (Sacc.) Sacc. & D.Sacc.";2566387;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"Cryphonectriaceae";"Cryphonectria";""
NA;"Cryphonectriaceae";"Cryphonectriaceae";8412;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"Cryphonectriaceae";"";""
NA;"Diaporthales";"Diaporthales";1289;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"";"";""
NA;"Plectosphaerellaceae";"Plectosphaerellaceae";5729;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"";""
NA;"Glomerellales";"Glomerellales";9705517;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"";"";""
NA;"Stilbocrea";"Stilbocrea Pat.";2561394;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Stilbocrea";""
NA;"Bionectriaceae";"Bionectriaceae";8416;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"";""
NA;"Metarhizium anisopliae";"Metarhizium anisopliae (Metschn.) Sorokin";2562645;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metarhizium";"Metarhizium anisopliae"
NA;"Metarhizium";"Metarhizium Sorokin";2562464;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metarhizium";""
NA;"Clavicipitaceae";"Clavicipitaceae";8417;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"";""
NA;"Beauveria";"Beauveria Vuill.";2560584;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Beauveria";""
NA;"Cordyceps cylindrica";"Cordyceps cylindrica Petch";3451388;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Cordyceps";"Cordyceps cylindrica"
NA;"Cordyceps memorabilis";"Cordyceps memorabilis (Ces.) Ces.";2560689;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Cordyceps";"Cordyceps memorabilis"
NA;"Cordyceps";"Cordyceps (Fr.) Link";7532950;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Cordyceps";""
NA;"Cordycipitaceae";"Cordycipitaceae";8418;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"";""
NA;"Stilbocrea macrostoma";"Stilbocrea macrostoma (Berk. & M.A.Curtis) Höhn.";2561637;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Hypocreopsis";"Hypocreopsis macrostoma"
NA;"Xepicula leucotricha";"Xepicula leucotricha (Peck) Nag Raj";2590632;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Xepicula";"Xepicula leucotricha"
NA;"Xepicula";"Xepicula Nag Raj";2590630;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Xepicula";""
NA;"Stachybotryaceae";"Stachybotryaceae";7733260;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"";""
NA;"Hypocreales";"Hypocreales";1290;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"";"";""
NA;"Gaeumannomyces graminis";"Gaeumannomyces graminis (Sacc.) Arx & D.L.Olivier, 1952";3456755;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Gaeumannomyces";"Gaeumannomyces graminis"
NA;"Gaeumannomyces";"Gaeumannomyces Arx & D.L.Olivier";2569283;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Gaeumannomyces";""
NA;"Magnaporthe";"Magnaporthe R.A.Krause & R.K.Webster";2569257;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Magnaporthe";""
NA;"Magnaporthaceae";"Magnaporthaceae";5731;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"";""
NA;"Magnaporthales";"Magnaporthales";7889691;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"";"";""
NA;"Panorbis viscosus";"Panorbis viscosus (I.Schmidt) J.Campb., J.L.Anderson & Shearer";2564469;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Halosphaeriaceae";"Halosarpheia";"Halosarpheia viscosa"
NA;"Panorbis";"Panorbis J.Campb., J.L.Anderson & Shearer";2564468;"EXACT";92;"DOUBTFUL";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Halosphaeriaceae";"Panorbis";""
NA;"Halosphaeriaceae";"Halosphaeriaceae";8424;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Halosphaeriaceae";"";""
NA;"Microascaceae";"Microascaceae";8425;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"";""
NA;"Microascales";"Microascales";1059;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"";"";""
NA;"Ophiostoma retusum";"Ophiostoma retusi (R.W.Davidson & T.E.Hinds) Georg Hausner, J.Reid & Klassen";5254225;"FUZZY";94;"ACCEPTED";"SPECIES";"Fungi";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Ophiostoma";"Ophiostoma retusi"
NA;"Ophiostoma";"Ophiostoma Syd. & P.Syd.";7460035;"EXACT";92;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Ophiostoma";""
NA;"Ophiostomataceae";"Ophiostomataceae";4157;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"";""
NA;"Ophiostomatales";"Ophiostomatales";1292;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"";"";""
NA;"Sporocadaceae";"Sporocadaceae";3288025;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Sporocadaceae";"";""
NA;"Xylariaceae";"Xylariaceae";4168;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"";""
NA;"Xylariales";"Xylariales";1298;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"";"";""
NA;"Sordariomycetes";"Sordariomycetes";320;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Ascomycota";"Sordariomycetes";"";"";"";""
NA;"Protomycetaceae";"Protomycetaceae";8439;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Ascomycota";"Taphrinomycetes";"Taphrinales";"Protomycetaceae";"";""
NA;"Protomyces";"Protomyces Unger";2513144;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Taphrinomycetes";"Taphrinales";"Taphrinaceae";"Protomyces";""
NA;"Taphrinales";"Taphrinales";1299;"EXACT";96;"ACCEPTED";"ORDER";"Fungi";"Ascomycota";"Taphrinomycetes";"Taphrinales";"";"";""
NA;"Taphrinomycetes";"Taphrinomycetes";184;"EXACT";96;"ACCEPTED";"CLASS";"Fungi";"Ascomycota";"Taphrinomycetes";"";"";"";""
NA;"Ascomycota";"Ascomycota";95;"EXACT";96;"ACCEPTED";"PHYLUM";"Fungi";"Ascomycota";"";"";"";"";""
NA;"Bolbitius vitellinus";"Bolbitius vitellinus (Pers.) Fr.";3323387;"EXACT";98;"SYNONYM";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Bolbitiaceae";"Bolbitius";"Bolbitius titubans"
NA;"Bolbitius";"Bolbitius Fr.";2529626;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Bolbitiaceae";"Bolbitius";""
NA;"Panaeolus";"Panaeolus (Fr.) Quél.";2524401;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Bolbitiaceae";"Panaeolus";""
NA;"Bolbitiaceae";"Bolbitiaceae";8440;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Bolbitiaceae";"";""
NA;"Hodophilus hymenocephalus";"Hodophilus hymenocephalus (A.H.Sm. & Hesler) Birkebak & Adamčík, 2016";9744773;"EXACT";97;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Hodophilus";"Hodophilus hymenocephalus"
NA;"Hodophilus";"Hodophilus R.Heim";2538958;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Hodophilus";""
NA;"Ramariopsis kunzei";"Ramariopsis kunzei (Fr.) Corner";2540225;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Ramariopsis";"Ramariopsis kunzei"
NA;"Ramariopsis";"Ramariopsis (Donk) Corner";8699276;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Ramariopsis";""
NA;"Clavariaceae";"Clavariaceae";8442;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"";""
NA;"Chondrostereum purpureum";"Chondrostereum purpureum (Pers.) Pouzar";2532944;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cyphellaceae";"Chondrostereum";"Chondrostereum purpureum"
NA;"Chondrostereum";"Chondrostereum Pouzar";2532936;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cyphellaceae";"Chondrostereum";""
NA;"Camarophyllus";"Camarophyllus (Fr.) P.Kumm.";2525705;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Camarophyllus";""
NA;"Chromosera";"Chromosera Redhead, Ammirati & Norvell";2538825;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Chromosera";""
NA;"Hygrocybe reidii";"Hygrocybe reidii Kühner";8369786;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrocybe";"Hygrocybe reidii"
NA;"Hygrocybe";"Hygrocybe (Fr.) P.Kumm.";2523318;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrocybe";""
NA;"Hygrophorus agathosmus";"Hygrophorus agathosmus (Fr.) Fr.";2538727;"EXACT";98;"ACCEPTED";"SPECIES";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrophorus";"Hygrophorus agathosmus"
NA;"Hygrophorus";"Hygrophorus Fr.";2525706;"EXACT";94;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrophorus";""
NA;"Hygrophoraceae";"Hygrophoraceae";4176;"EXACT";96;"ACCEPTED";"FAMILY";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"";""
